t_mono,wall_ts,model,phase,gpu_w,gpu_temp_c,cpu_temp_c,cpu_pct,reasoning_mode
17563.625,,phi3:mini,run1_p14,122.72,64.0,,,n/a
17564.150,,phi3:mini,run1_p14,122.57,64.0,,,n/a
17564.676,,phi3:mini,run1_p14,122.61,64.0,,,n/a
17565.203,,phi3:mini,run1_p14,122.72,64.0,,,n/a
17565.730,,phi3:mini,run1_p14,122.56,64.0,,,n/a
17566.254,,phi3:mini,run1_p14,122.36,64.0,,,n/a
17566.779,,phi3:mini,run1_p14,122.20,64.0,,,n/a
17567.323,,phi3:mini,run2_p0,114.97,64.0,,,n/a
17567.849,,phi3:mini,run2_p0,110.13,62.0,,,n/a
17568.373,,phi3:mini,run2_p0,117.94,64.0,,,n/a
17568.902,,phi3:mini,run2_p0,123.60,65.0,,,n/a
17569.435,,phi3:mini,run2_p1,109.18,57.0,,,n/a
17569.960,,phi3:mini,run2_p1,104.79,64.0,,,n/a
17570.484,,phi3:mini,run2_p1,118.94,64.0,,,n/a
17571.047,,phi3:mini,run2_p2,102.12,60.0,,,n/a
17571.571,,phi3:mini,run2_p2,103.97,63.0,,,n/a
17572.094,,phi3:mini,run2_p2,117.00,64.0,,,n/a
17572.618,,phi3:mini,run2_p2,123.16,64.0,,,n/a
17573.153,,phi3:mini,run2_p3,102.07,65.0,,,n/a
17573.676,,phi3:mini,run2_p3,98.33,61.0,,,n/a
17574.210,,phi3:mini,run2_p4,112.79,64.0,,,n/a
17574.734,,phi3:mini,run2_p4,113.54,64.0,,,n/a
17575.262,,phi3:mini,run2_p5,110.68,58.0,,,n/a
17575.788,,phi3:mini,run2_p5,111.83,64.0,,,n/a
17576.313,,phi3:mini,run2_p5,119.57,64.0,,,n/a
17576.859,,phi3:mini,run2_p6,90.88,55.0,,,n/a
17577.382,,phi3:mini,run2_p6,85.17,63.0,,,n/a
17577.905,,phi3:mini,run2_p6,117.64,64.0,,,n/a
17578.429,,phi3:mini,run2_p6,123.81,64.0,,,n/a
17578.952,,phi3:mini,run2_p6,123.96,64.0,,,n/a
17579.475,,phi3:mini,run2_p6,123.58,64.0,,,n/a
17579.999,,phi3:mini,run2_p6,123.38,64.0,,,n/a
17580.526,,phi3:mini,run2_p6,123.33,64.0,,,n/a
17581.048,,phi3:mini,run2_p6,123.31,64.0,,,n/a
17581.571,,phi3:mini,run2_p6,123.52,64.0,,,n/a
17582.095,,phi3:mini,run2_p6,123.40,64.0,,,n/a
17582.635,,phi3:mini,run2_p7,118.53,64.0,,,n/a
17583.158,,phi3:mini,run2_p7,117.61,64.0,,,n/a
17583.683,,phi3:mini,run2_p7,122.69,64.0,,,n/a
17584.205,,phi3:mini,run2_p7,124.09,65.0,,,n/a
17584.728,,phi3:mini,run2_p7,124.08,65.0,,,n/a
17585.254,,phi3:mini,run2_p7,123.68,64.0,,,n/a
17585.778,,phi3:mini,run2_p7,123.14,64.0,,,n/a
17586.322,,phi3:mini,run2_p8,95.57,64.0,,,n/a
17586.846,,phi3:mini,run2_p8,93.75,59.0,,,n/a
17587.373,,phi3:mini,run2_p8,119.73,64.0,,,n/a
17587.904,,phi3:mini,run2_p8,120.21,64.0,,,n/a
17588.473,,phi3:mini,run2_p9,111.25,64.0,,,n/a
17589.000,,phi3:mini,run2_p9,112.87,64.0,,,n/a
17589.525,,phi3:mini,run2_p9,119.30,63.0,,,n/a
17590.051,,phi3:mini,run2_p10,91.18,57.0,,,n/a
17590.575,,phi3:mini,run2_p10,90.93,62.0,,,n/a
17591.098,,phi3:mini,run2_p10,119.30,64.0,,,n/a
17591.624,,phi3:mini,run2_p10,123.91,64.0,,,n/a
17592.147,,phi3:mini,run2_p10,123.87,64.0,,,n/a
17592.671,,phi3:mini,run2_p10,121.40,64.0,,,n/a
17593.195,,phi3:mini,run2_p10,119.43,63.0,,,n/a
17593.718,,phi3:mini,run2_p10,120.32,64.0,,,n/a
17594.242,,phi3:mini,run2_p10,121.06,64.0,,,n/a
17594.766,,phi3:mini,run2_p10,120.72,63.0,,,n/a
17595.313,,phi3:mini,run2_p11,97.07,56.0,,,n/a
17595.836,,phi3:mini,run2_p11,95.15,63.0,,,n/a
17596.359,,phi3:mini,run2_p11,119.60,64.0,,,n/a
17596.884,,phi3:mini,run2_p11,123.54,64.0,,,n/a
17597.408,,phi3:mini,run2_p11,121.24,63.0,,,n/a
17597.933,,phi3:mini,run2_p11,121.26,64.0,,,n/a
17598.457,,phi3:mini,run2_p11,123.15,64.0,,,n/a
17598.984,,phi3:mini,run2_p11,121.85,64.0,,,n/a
17599.507,,phi3:mini,run2_p11,121.21,63.0,,,n/a
17600.030,,phi3:mini,run2_p11,122.30,64.0,,,n/a
17600.553,,phi3:mini,run2_p11,122.95,64.0,,,n/a
17601.079,,phi3:mini,run2_p11,122.11,64.0,,,n/a
17601.602,,phi3:mini,run2_p11,121.93,64.0,,,n/a
17602.125,,phi3:mini,run2_p11,122.65,64.0,,,n/a
17602.650,,phi3:mini,run2_p11,123.35,64.0,,,n/a
17603.173,,phi3:mini,run2_p11,122.17,64.0,,,n/a
17603.695,,phi3:mini,run2_p11,121.89,64.0,,,n/a
17604.218,,phi3:mini,run2_p11,122.91,64.0,,,n/a
17604.742,,phi3:mini,run2_p11,123.09,64.0,,,n/a
17605.266,,phi3:mini,run2_p11,122.89,64.0,,,n/a
17605.789,,phi3:mini,run2_p11,122.79,64.0,,,n/a
17606.314,,phi3:mini,run2_p11,122.66,64.0,,,n/a
17606.840,,phi3:mini,run2_p11,121.06,64.0,,,n/a
17607.364,,phi3:mini,run2_p11,120.80,64.0,,,n/a
17607.889,,phi3:mini,run2_p11,122.07,64.0,,,n/a
17608.414,,phi3:mini,run2_p11,122.36,64.0,,,n/a
17608.938,,phi3:mini,run2_p11,121.97,64.0,,,n/a
17609.462,,phi3:mini,run2_p11,121.60,64.0,,,n/a
17609.984,,phi3:mini,run2_p11,121.73,64.0,,,n/a
17610.508,,phi3:mini,run2_p11,121.92,64.0,,,n/a
17611.033,,phi3:mini,run2_p11,121.63,64.0,,,n/a
17611.558,,phi3:mini,run2_p11,120.47,64.0,,,n/a
17612.084,,phi3:mini,run2_p11,120.08,64.0,,,n/a
17612.609,,phi3:mini,run2_p11,120.18,63.0,,,n/a
17613.133,,phi3:mini,run2_p11,118.78,64.0,,,n/a
17613.671,,phi3:mini,run2_p12,97.85,55.0,,,n/a
17614.195,,phi3:mini,run2_p12,96.91,64.0,,,n/a
17614.718,,phi3:mini,run2_p12,119.96,64.0,,,n/a
17615.244,,phi3:mini,run2_p12,123.48,64.0,,,n/a
17615.768,,phi3:mini,run2_p12,123.91,65.0,,,n/a
17616.293,,phi3:mini,run2_p12,123.38,64.0,,,n/a
17616.818,,phi3:mini,run2_p12,122.92,64.0,,,n/a
17617.342,,phi3:mini,run2_p12,122.99,64.0,,,n/a
17617.868,,phi3:mini,run2_p12,123.17,64.0,,,n/a
17618.399,,phi3:mini,run2_p13,109.29,64.0,,,n/a
17618.926,,phi3:mini,run2_p13,108.80,61.0,,,n/a
17619.452,,phi3:mini,run2_p13,122.84,64.0,,,n/a
17619.978,,phi3:mini,run2_p13,123.52,65.0,,,n/a
17620.503,,phi3:mini,run2_p13,123.73,64.0,,,n/a
17621.029,,phi3:mini,run2_p13,123.63,64.0,,,n/a
17621.554,,phi3:mini,run2_p13,121.90,64.0,,,n/a
17622.082,,phi3:mini,run2_p13,120.69,64.0,,,n/a
17622.606,,phi3:mini,run2_p13,119.46,63.0,,,n/a
17623.130,,phi3:mini,run2_p13,118.07,64.0,,,n/a
17623.655,,phi3:mini,run2_p13,118.86,64.0,,,n/a
17624.180,,phi3:mini,run2_p13,120.05,64.0,,,n/a
17624.705,,phi3:mini,run2_p13,120.35,64.0,,,n/a
17625.228,,phi3:mini,run2_p13,120.52,64.0,,,n/a
17625.752,,phi3:mini,run2_p13,120.07,64.0,,,n/a
17626.285,,phi3:mini,run2_p14,97.90,55.0,,,n/a
17626.810,,phi3:mini,run2_p14,98.60,64.0,,,n/a
17627.333,,phi3:mini,run2_p14,121.40,64.0,,,n/a
17627.857,,phi3:mini,run2_p14,122.83,64.0,,,n/a
17628.381,,phi3:mini,run2_p14,123.36,64.0,,,n/a
17628.907,,phi3:mini,run2_p14,122.38,64.0,,,n/a
17629.431,,phi3:mini,run2_p14,122.10,64.0,,,n/a
17629.962,,phi3:mini,run2_p14,122.61,64.0,,,n/a
17630.488,,phi3:mini,run2_p14,122.68,64.0,,,n/a
17631.013,,phi3:mini,run2_p14,122.95,64.0,,,n/a
17631.542,,phi3:mini,run2_p14,122.63,64.0,,,n/a
17632.077,,phi3:mini,run2_p14,122.54,64.0,,,n/a
17632.601,,phi3:mini,run2_p14,122.85,64.0,,,n/a
17633.132,,phi3:mini,run3_p0,100.98,55.0,,,n/a
17633.657,,phi3:mini,run3_p0,96.37,64.0,,,n/a
17634.183,,phi3:mini,run3_p0,118.30,64.0,,,n/a
17634.709,,phi3:mini,run3_p0,123.08,64.0,,,n/a
17635.248,,phi3:mini,run3_p1,101.68,59.0,,,n/a
17635.773,,phi3:mini,run3_p1,98.85,63.0,,,n/a
17636.295,,phi3:mini,run3_p1,120.35,64.0,,,n/a
17636.834,,phi3:mini,run3_p2,87.66,57.0,,,n/a
17637.395,,phi3:mini,run3_p2,82.92,60.0,,,n/a
17637.918,,phi3:mini,run3_p2,118.48,64.0,,,n/a
17638.454,,phi3:mini,run3_p3,110.83,57.0,,,n/a
17638.992,,phi3:mini,run3_p4,107.39,63.0,,,n/a
17639.516,,phi3:mini,run3_p4,111.82,64.0,,,n/a
17640.039,,phi3:mini,run3_p4,116.47,64.0,,,n/a
17640.563,,phi3:mini,run3_p4,123.29,64.0,,,n/a
17641.086,,phi3:mini,run3_p4,123.26,64.0,,,n/a
17641.610,,phi3:mini,run3_p4,123.09,64.0,,,n/a
17642.136,,phi3:mini,run3_p4,122.80,64.0,,,n/a
17642.660,,phi3:mini,run3_p4,122.70,64.0,,,n/a
17643.184,,phi3:mini,run3_p4,122.57,64.0,,,n/a
17643.710,,phi3:mini,run3_p4,122.69,64.0,,,n/a
17644.234,,phi3:mini,run3_p4,122.74,64.0,,,n/a
17644.758,,phi3:mini,run3_p4,122.78,64.0,,,n/a
17645.286,,phi3:mini,run3_p4,122.88,64.0,,,n/a
17645.813,,phi3:mini,run3_p4,122.19,64.0,,,n/a
17646.339,,phi3:mini,run3_p4,121.04,64.0,,,n/a
17646.864,,phi3:mini,run3_p4,120.04,64.0,,,n/a
17647.389,,phi3:mini,run3_p4,117.24,63.0,,,n/a
17647.913,,phi3:mini,run3_p4,118.75,64.0,,,n/a
17648.437,,phi3:mini,run3_p4,122.47,64.0,,,n/a
17648.960,,phi3:mini,run3_p4,122.36,64.0,,,n/a
17649.484,,phi3:mini,run3_p4,122.49,64.0,,,n/a
17650.012,,phi3:mini,run3_p5,103.39,64.0,,,n/a
17650.536,,phi3:mini,run3_p5,101.12,59.0,,,n/a
17651.084,,phi3:mini,run3_p6,111.91,58.0,,,n/a
17651.607,,phi3:mini,run3_p6,113.31,64.0,,,n/a
17652.138,,phi3:mini,run3_p6,121.84,64.0,,,n/a
17652.665,,phi3:mini,run3_p6,122.89,64.0,,,n/a
17653.189,,phi3:mini,run3_p6,123.05,64.0,,,n/a
17653.714,,phi3:mini,run3_p6,121.83,64.0,,,n/a
17654.243,,phi3:mini,run3_p6,120.64,64.0,,,n/a
17654.767,,phi3:mini,run3_p6,119.85,64.0,,,n/a
17655.293,,phi3:mini,run3_p6,119.97,64.0,,,n/a
17655.822,,phi3:mini,run3_p6,117.42,63.0,,,n/a
17656.347,,phi3:mini,run3_p6,116.75,64.0,,,n/a
17656.872,,phi3:mini,run3_p6,120.31,64.0,,,n/a
17657.396,,phi3:mini,run3_p6,121.02,64.0,,,n/a
17657.960,,phi3:mini,run3_p7,112.43,63.0,,,n/a
17658.484,,phi3:mini,run3_p7,113.35,64.0,,,n/a
17659.009,,phi3:mini,run3_p7,117.86,64.0,,,n/a
17659.535,,phi3:mini,run3_p7,122.98,65.0,,,n/a
17660.061,,phi3:mini,run3_p7,123.06,64.0,,,n/a
17660.584,,phi3:mini,run3_p7,122.78,64.0,,,n/a
17661.108,,phi3:mini,run3_p7,122.65,64.0,,,n/a
17661.632,,phi3:mini,run3_p7,122.67,64.0,,,n/a
17662.161,,phi3:mini,run3_p7,121.14,64.0,,,n/a
17662.705,,phi3:mini,run3_p7,120.46,64.0,,,n/a
17663.232,,phi3:mini,run3_p7,120.61,64.0,,,n/a
17663.767,,phi3:mini,run3_p7,120.70,64.0,,,n/a
17664.291,,phi3:mini,run3_p7,121.70,64.0,,,n/a
17664.821,,phi3:mini,run3_p7,121.86,64.0,,,n/a
17665.362,,phi3:mini,run3_p7,120.64,64.0,,,n/a
17665.891,,phi3:mini,run3_p7,120.37,64.0,,,n/a
17666.421,,phi3:mini,run3_p7,121.76,64.0,,,n/a
17666.953,,phi3:mini,run3_p8,91.33,58.0,,,n/a
17667.479,,phi3:mini,run3_p8,87.52,60.0,,,n/a
17668.011,,phi3:mini,run3_p8,118.30,64.0,,,n/a
17668.560,,phi3:mini,run3_p8,121.81,64.0,,,n/a
17669.086,,phi3:mini,run3_p8,122.22,64.0,,,n/a
17669.614,,phi3:mini,run3_p8,122.11,64.0,,,n/a
17670.146,,phi3:mini,run3_p9,119.31,64.0,,,n/a
17670.672,,phi3:mini,run3_p9,117.10,64.0,,,n/a
17671.197,,phi3:mini,run3_p9,120.37,64.0,,,n/a
17671.742,,phi3:mini,run3_p9,123.12,64.0,,,n/a
17672.265,,phi3:mini,run3_p9,121.80,64.0,,,n/a
17672.790,,phi3:mini,run3_p9,121.94,64.0,,,n/a
17673.320,,phi3:mini,run3_p10,94.20,64.0,,,n/a
17673.843,,phi3:mini,run3_p10,93.41,59.0,,,n/a
17674.368,,phi3:mini,run3_p10,122.22,64.0,,,n/a
17674.894,,phi3:mini,run3_p10,123.11,64.0,,,n/a
17675.418,,phi3:mini,run3_p10,123.30,64.0,,,n/a
17675.942,,phi3:mini,run3_p10,123.19,64.0,,,n/a
17676.476,,phi3:mini,run3_p10,122.32,64.0,,,n/a
17677.000,,phi3:mini,run3_p10,120.88,64.0,,,n/a
17677.524,,phi3:mini,run3_p10,121.36,64.0,,,n/a
17678.047,,phi3:mini,run3_p10,122.85,64.0,,,n/a
17678.572,,phi3:mini,run3_p10,122.88,64.0,,,n/a
17679.111,,phi3:mini,run3_p11,120.25,64.0,,,n/a
17679.635,,phi3:mini,run3_p11,115.91,63.0,,,n/a
17680.159,,phi3:mini,run3_p11,118.87,64.0,,,n/a
17680.683,,phi3:mini,run3_p11,123.92,64.0,,,n/a
17681.208,,phi3:mini,run3_p11,123.74,64.0,,,n/a
17681.739,,phi3:mini,run3_p11,122.75,64.0,,,n/a
17682.266,,phi3:mini,run3_p11,120.83,64.0,,,n/a
17682.793,,phi3:mini,run3_p11,120.54,64.0,,,n/a
17683.318,,phi3:mini,run3_p11,121.99,64.0,,,n/a
17683.841,,phi3:mini,run3_p11,123.06,64.0,,,n/a
17684.370,,phi3:mini,run3_p11,121.70,64.0,,,n/a
17684.901,,phi3:mini,run3_p11,120.45,64.0,,,n/a
17685.435,,phi3:mini,run3_p11,121.10,64.0,,,n/a
17685.966,,phi3:mini,run3_p11,122.00,64.0,,,n/a
17686.490,,phi3:mini,run3_p11,122.93,64.0,,,n/a
17687.016,,phi3:mini,run3_p11,122.33,64.0,,,n/a
17687.545,,phi3:mini,run3_p11,121.75,64.0,,,n/a
17688.070,,phi3:mini,run3_p11,120.58,63.0,,,n/a
17688.596,,phi3:mini,run3_p11,119.49,64.0,,,n/a
17689.120,,phi3:mini,run3_p11,119.61,64.0,,,n/a
17689.652,,phi3:mini,run3_p12,110.52,64.0,,,n/a
17690.181,,phi3:mini,run3_p12,110.80,63.0,,,n/a
17690.707,,phi3:mini,run3_p12,122.51,64.0,,,n/a
17691.231,,phi3:mini,run3_p12,124.01,64.0,,,n/a
17691.757,,phi3:mini,run3_p12,124.11,64.0,,,n/a
17692.289,,phi3:mini,run3_p12,123.70,64.0,,,n/a
17692.818,,phi3:mini,run3_p12,123.16,64.0,,,n/a
17693.347,,phi3:mini,run3_p13,88.50,64.0,,,n/a
17693.870,,phi3:mini,run3_p13,87.04,64.0,,,n/a
17694.396,,phi3:mini,run3_p13,122.17,64.0,,,n/a
17694.918,,phi3:mini,run3_p13,124.17,64.0,,,n/a
17695.442,,phi3:mini,run3_p13,124.32,64.0,,,n/a
17695.972,,phi3:mini,run3_p13,122.50,64.0,,,n/a
17696.496,,phi3:mini,run3_p13,119.79,64.0,,,n/a
17697.024,,phi3:mini,run3_p13,118.62,64.0,,,n/a
17697.548,,phi3:mini,run3_p13,118.97,64.0,,,n/a
17698.075,,phi3:mini,run3_p13,119.43,64.0,,,n/a
17698.599,,phi3:mini,run3_p13,120.20,64.0,,,n/a
17699.122,,phi3:mini,run3_p13,121.97,64.0,,,n/a
17699.645,,phi3:mini,run3_p13,123.19,64.0,,,n/a
17700.206,,phi3:mini,run3_p14,109.24,56.0,,,n/a
17700.728,,phi3:mini,run3_p14,107.00,64.0,,,n/a
17701.251,,phi3:mini,run3_p14,121.37,64.0,,,n/a
17701.775,,phi3:mini,run3_p14,124.40,65.0,,,n/a
17702.299,,phi3:mini,run3_p14,124.14,64.0,,,n/a
17702.826,,phi3:mini,run3_p14,123.17,64.0,,,n/a
17703.350,,phi3:mini,run3_p14,121.08,64.0,,,n/a
17703.874,,phi3:mini,run3_p14,120.23,64.0,,,n/a
17704.399,,phi3:mini,run3_p14,120.88,64.0,,,n/a
17704.923,,phi3:mini,run3_p14,121.72,64.0,,,n/a
17705.447,,phi3:mini,run3_p14,122.31,64.0,,,n/a
17705.975,,phi3:mini,run3_p14,122.43,64.0,,,n/a
17706.500,,phi3:mini,run3_p14,120.92,64.0,,,n/a
17707.023,,phi3:mini,run3_p14,120.70,64.0,,,n/a
17707.551,,phi3:mini,run3_p14,121.81,64.0,,,n/a
17708.075,,phi3:mini,run3_p14,121.00,64.0,,,n/a
17708.600,,phi3:mini,run3_p14,121.01,64.0,,,n/a
17709.130,,phi3:mini,run3_p14,121.25,64.0,,,n/a
17735.082,,deepseek-r1:1.5b,idle,16.33,45.0,,,on
17735.607,,deepseek-r1:1.5b,idle,14.83,45.0,,,on
17736.132,,deepseek-r1:1.5b,idle,14.72,45.0,,,on
17736.663,,deepseek-r1:1.5b,idle,15.27,45.0,,,on
17737.192,,deepseek-r1:1.5b,idle,15.56,44.0,,,on
17737.725,,deepseek-r1:1.5b,idle,16.21,45.0,,,on
17738.276,,deepseek-r1:1.5b,idle,18.08,45.0,,,on
17738.802,,deepseek-r1:1.5b,idle,27.03,46.0,,,on
17739.334,,deepseek-r1:1.5b,idle,35.94,46.0,,,on
17739.863,,deepseek-r1:1.5b,idle,35.12,46.0,,,on
17740.394,,deepseek-r1:1.5b,idle,34.36,46.0,,,on
17740.951,,deepseek-r1:1.5b,idle,34.40,46.0,,,on
17741.500,,deepseek-r1:1.5b,idle,26.87,45.0,,,on
17742.030,,deepseek-r1:1.5b,idle,20.73,46.0,,,on
17742.561,,deepseek-r1:1.5b,idle,29.31,46.0,,,on
17743.096,,deepseek-r1:1.5b,idle,35.62,46.0,,,on
17743.629,,deepseek-r1:1.5b,idle,35.09,46.0,,,on
17744.159,,deepseek-r1:1.5b,idle,35.14,46.0,,,on
17744.689,,deepseek-r1:1.5b,idle,35.56,46.0,,,on
17745.217,,deepseek-r1:1.5b,run1_p0,35.72,46.0,,,on
17745.756,,deepseek-r1:1.5b,run1_p0,35.28,46.0,,,on
17746.283,,deepseek-r1:1.5b,run1_p0,29.04,45.0,,,on
17746.813,,deepseek-r1:1.5b,run1_p0,24.05,45.0,,,on
17747.339,,deepseek-r1:1.5b,run1_p0,25.18,45.0,,,on
17747.872,,deepseek-r1:1.5b,run1_p0,52.02,55.0,,,on
17748.397,,deepseek-r1:1.5b,run1_p0,93.08,57.0,,,on
17748.929,,deepseek-r1:1.5b,run1_p0,113.73,58.0,,,on
17749.463,,deepseek-r1:1.5b,run1_p0,112.75,58.0,,,on
17750.032,,deepseek-r1:1.5b,run1_p0,113.75,59.0,,,on
17750.562,,deepseek-r1:1.5b,run1_p0,113.04,58.0,,,on
17751.086,,deepseek-r1:1.5b,run1_p0,115.03,59.0,,,on
17751.611,,deepseek-r1:1.5b,run1_p0,117.27,60.0,,,on
17752.137,,deepseek-r1:1.5b,run1_p1,95.77,59.0,,,on
17752.663,,deepseek-r1:1.5b,run1_p1,83.22,49.0,,,on
17753.189,,deepseek-r1:1.5b,run1_p1,104.21,60.0,,,on
17753.716,,deepseek-r1:1.5b,run1_p1,117.96,61.0,,,on
17754.248,,deepseek-r1:1.5b,run1_p1,118.42,60.0,,,on
17754.782,,deepseek-r1:1.5b,run1_p1,117.96,60.0,,,on
17755.337,,deepseek-r1:1.5b,run1_p2,118.01,61.0,,,on
17755.862,,deepseek-r1:1.5b,run1_p2,108.39,60.0,,,on
17756.400,,deepseek-r1:1.5b,run1_p2,108.04,60.0,,,on
17756.929,,deepseek-r1:1.5b,run1_p2,116.25,61.0,,,on
17757.454,,deepseek-r1:1.5b,run1_p2,116.59,60.0,,,on
17757.984,,deepseek-r1:1.5b,run1_p3,108.39,61.0,,,on
17758.509,,deepseek-r1:1.5b,run1_p3,104.47,53.0,,,on
17759.035,,deepseek-r1:1.5b,run1_p3,106.27,61.0,,,on
17759.564,,deepseek-r1:1.5b,run1_p4,114.49,59.0,,,on
17760.088,,deepseek-r1:1.5b,run1_p4,107.54,61.0,,,on
17760.615,,deepseek-r1:1.5b,run1_p4,111.49,61.0,,,on
17761.138,,deepseek-r1:1.5b,run1_p4,118.96,62.0,,,on
17761.663,,deepseek-r1:1.5b,run1_p4,120.69,62.0,,,on
17762.202,,deepseek-r1:1.5b,run1_p5,119.02,62.0,,,on
17762.729,,deepseek-r1:1.5b,run1_p5,111.24,61.0,,,on
17763.253,,deepseek-r1:1.5b,run1_p5,112.72,62.0,,,on
17763.779,,deepseek-r1:1.5b,run1_p5,120.23,63.0,,,on
17764.307,,deepseek-r1:1.5b,run1_p6,97.72,63.0,,,on
17764.832,,deepseek-r1:1.5b,run1_p6,91.40,52.0,,,on
17765.358,,deepseek-r1:1.5b,run1_p6,106.39,63.0,,,on
17765.882,,deepseek-r1:1.5b,run1_p6,119.56,63.0,,,on
17766.408,,deepseek-r1:1.5b,run1_p6,120.75,63.0,,,on
17766.937,,deepseek-r1:1.5b,run1_p6,121.18,63.0,,,on
17767.460,,deepseek-r1:1.5b,run1_p6,121.36,63.0,,,on
17767.983,,deepseek-r1:1.5b,run1_p6,121.99,63.0,,,on
17768.511,,deepseek-r1:1.5b,run1_p6,122.46,63.0,,,on
17769.037,,deepseek-r1:1.5b,run1_p6,122.65,63.0,,,on
17769.561,,deepseek-r1:1.5b,run1_p6,122.95,63.0,,,on
17770.086,,deepseek-r1:1.5b,run1_p6,123.12,64.0,,,on
17770.612,,deepseek-r1:1.5b,run1_p6,122.98,64.0,,,on
17771.135,,deepseek-r1:1.5b,run1_p6,123.24,64.0,,,on
17771.670,,deepseek-r1:1.5b,run1_p7,112.71,54.0,,,on
17772.200,,deepseek-r1:1.5b,run1_p7,99.39,63.0,,,on
17772.725,,deepseek-r1:1.5b,run1_p7,108.53,63.0,,,on
17773.252,,deepseek-r1:1.5b,run1_p7,119.48,64.0,,,on
17773.797,,deepseek-r1:1.5b,run1_p7,120.47,63.0,,,on
17774.322,,deepseek-r1:1.5b,run1_p7,122.07,64.0,,,on
17774.848,,deepseek-r1:1.5b,run1_p7,122.69,64.0,,,on
17775.374,,deepseek-r1:1.5b,run1_p7,123.26,64.0,,,on
17775.899,,deepseek-r1:1.5b,run1_p7,123.71,64.0,,,on
17776.423,,deepseek-r1:1.5b,run1_p7,123.70,64.0,,,on
17776.949,,deepseek-r1:1.5b,run1_p8,114.25,64.0,,,on
17777.477,,deepseek-r1:1.5b,run1_p8,107.27,55.0,,,on
17778.004,,deepseek-r1:1.5b,run1_p8,114.68,63.0,,,on
17778.533,,deepseek-r1:1.5b,run1_p8,120.14,64.0,,,on
17779.058,,deepseek-r1:1.5b,run1_p8,120.66,64.0,,,on
17779.582,,deepseek-r1:1.5b,run1_p8,121.19,64.0,,,on
17780.109,,deepseek-r1:1.5b,run1_p8,120.62,64.0,,,on
17780.634,,deepseek-r1:1.5b,run1_p8,120.59,64.0,,,on
17781.160,,deepseek-r1:1.5b,run1_p8,122.11,64.0,,,on
17781.686,,deepseek-r1:1.5b,run1_p8,123.65,64.0,,,on
17782.213,,deepseek-r1:1.5b,run1_p8,123.85,64.0,,,on
17782.736,,deepseek-r1:1.5b,run1_p8,124.06,65.0,,,on
17783.260,,deepseek-r1:1.5b,run1_p8,123.15,65.0,,,on
17783.788,,deepseek-r1:1.5b,run1_p9,96.14,64.0,,,on
17784.312,,deepseek-r1:1.5b,run1_p9,86.53,63.0,,,on
17784.837,,deepseek-r1:1.5b,run1_p9,111.88,64.0,,,on
17785.362,,deepseek-r1:1.5b,run1_p9,120.79,64.0,,,on
17785.891,,deepseek-r1:1.5b,run1_p10,112.76,64.0,,,on
17786.414,,deepseek-r1:1.5b,run1_p10,106.18,63.0,,,on
17786.941,,deepseek-r1:1.5b,run1_p10,107.24,64.0,,,on
17787.465,,deepseek-r1:1.5b,run1_p10,120.39,64.0,,,on
17787.990,,deepseek-r1:1.5b,run1_p10,120.72,64.0,,,on
17788.519,,deepseek-r1:1.5b,run1_p10,122.98,64.0,,,on
17789.043,,deepseek-r1:1.5b,run1_p10,123.96,64.0,,,on
17789.567,,deepseek-r1:1.5b,run1_p10,123.51,65.0,,,on
17790.093,,deepseek-r1:1.5b,run1_p10,122.39,64.0,,,on
17790.618,,deepseek-r1:1.5b,run1_p10,122.45,65.0,,,on
17791.142,,deepseek-r1:1.5b,run1_p10,124.57,65.0,,,on
17791.668,,deepseek-r1:1.5b,run1_p10,125.36,64.0,,,on
17792.193,,deepseek-r1:1.5b,run1_p10,124.67,65.0,,,on
17792.718,,deepseek-r1:1.5b,run1_p10,124.54,65.0,,,on
17793.242,,deepseek-r1:1.5b,run1_p10,124.38,64.0,,,on
17793.766,,deepseek-r1:1.5b,run1_p10,124.80,64.0,,,on
17794.292,,deepseek-r1:1.5b,run1_p10,124.90,65.0,,,on
17794.818,,deepseek-r1:1.5b,run1_p10,123.22,64.0,,,on
17795.342,,deepseek-r1:1.5b,run1_p10,123.64,65.0,,,on
17795.865,,deepseek-r1:1.5b,run1_p10,124.70,65.0,,,on
17796.393,,deepseek-r1:1.5b,run1_p10,124.42,65.0,,,on
17796.916,,deepseek-r1:1.5b,run1_p10,124.90,65.0,,,on
17797.442,,deepseek-r1:1.5b,run1_p10,126.23,65.0,,,on
17797.965,,deepseek-r1:1.5b,run1_p10,126.83,65.0,,,on
17798.490,,deepseek-r1:1.5b,run1_p10,126.83,65.0,,,on
17799.017,,deepseek-r1:1.5b,run1_p10,126.36,65.0,,,on
17799.543,,deepseek-r1:1.5b,run1_p10,125.89,65.0,,,on
17800.066,,deepseek-r1:1.5b,run1_p10,125.29,65.0,,,on
17800.590,,deepseek-r1:1.5b,run1_p10,126.00,65.0,,,on
17801.113,,deepseek-r1:1.5b,run1_p10,126.54,65.0,,,on
17801.639,,deepseek-r1:1.5b,run1_p10,125.75,65.0,,,on
17802.162,,deepseek-r1:1.5b,run1_p10,125.38,65.0,,,on
17802.687,,deepseek-r1:1.5b,run1_p10,124.93,65.0,,,on
17803.252,,deepseek-r1:1.5b,run1_p10,123.89,65.0,,,on
17803.777,,deepseek-r1:1.5b,run1_p10,124.49,65.0,,,on
